ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_1A0CcEVjY9tgARv,0,4/10/14 13:09,4/10/14 13:18,1,,1,United States,92115,1964,20,fast beach break,,Kneeboard,kneeboard,3,Scripps,La Jolla,San Diego,CA,USA,7,8,Weekly,Sand,,,,seawall,,,,,1,0,fast beach break,,4,4,5,4,2,No,Yes,No,No,No,No,No,Yes,No,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,12,fun consistent ,Yes,heavy rain.. drainpipe,one of my favorite wave would be gone,I would be bummed and have a sense of longing for it,33.15649414,-117.1707001,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_1AdLsksQgC3EgAd,0,3/11/14 10:50,3/11/14 11:00,1,,1,United States,95060,1988,10,fast point break,,shortboard,,4,Steamer Lane,Santa Cruz,Santa Cruz,CA,USA,10,10,Daily,hard rock reef,,,,,,,other,boulders line parts of the bluff for erosion control.,1,0,fast point break,,4,4,5,3,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,5,4,5,5,5,4,5,4,3,3,5,4,12,It is where I grew up surfing and is close to my house. This spot can be surfed at just about all tides and all times of the day.,No,,"yes, it would definitely make me sad.",Sadness,37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane,Steamer Lane,43,,,
R_1ALBLsezkbCKLTn,0,3/16/14 22:44,3/16/14 22:59,1,,1,United States,95060,1968,31,fast beach break,,shortboard,,4,Steamer Lane,Santa Cruz,Santa Cruz,CA,USA,31,8,Monthly,hard rock reef,,,,,riprap,,,,1,0,slow point break,,2,4,5,4,3,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2,2,4,2,4,2,4,2,2,2,4,4,12,it's a fun wave and it's close to my home,No,,Yes. I would have to drive to surf. I would miss surfing the Lane!,"Siddapointment, mourning, depression",33.74560547,-117.8677979,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane,Steamer Lane,43,,,
R_1Am16o6tQFVcQfP,0,3/31/14 16:40,3/31/14 16:45,0,,1,United States,94123,1982,10,slow beach break,,longboard ,,2,Lindamar,Pacifica,San Mateo,CA,USA,1,5,Monthly,"cobbles, boulders, or loose rocks",,jetty or groin,,,,,,,1,0,slow beach break,,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,San Mateo,Pacifica,Pacifica (City of),16,37.59951,,Lindamar,Pacifica/Lindamar,27,,,
R_1AnqVVRhS5a7Of3,0,5/12/14 11:32,5/12/14 11:43,1,,1,United States,92007,1979,2,fast reef break,,longboard ,,2,Barney's,Encinitas,San Diego,CA,USA,2,10,Daily,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,4,2,5,3,2,No,Yes,No,No,No,Yes,No,No,No,No,No,4,2,4,2,5,2,4,4,2,4,4,1,12,I learned surfing there and got embraced by the local crew,No,,"Yes, I would lose a lot, the daily exercises, the adrenaline rush , the social component and nature's beauty.","depressed, sad, unhappy,",32.71530151,-117.1573029,15,San Diego,Encinitas,Encinitas (City of),69,,,Barney's,,,1,,
R_1B5PSOJQVHqL5xr,0,4/8/14 13:54,4/8/14 14:03,1,,1,United States,93402,1955,45,fast reef break,,shortboard,,4,Hazard Canyon,Los Osos,San Luis Opisbo,CA,USA,30,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,,6,1,3,5,5,Yes,No,No,Yes,No,Yes,No,No,No,No,No,4,5,5,3,4,4,4,3,3,3,5,3,12,"Local, off the beaten path, powerful wave takes care of itself...but can get a bit crowded,  had to pay my dues with localism back in the 80s and worked my way in.   Localism no longer exists due to people knowing about the spot now.",No,,"Not very good to even consider.  It's located in Montana De Oro State Park and would assume will not be affected by development or privatization.   I'd find another spot in the park ... but it's the best, most consistent wave in our area (Fall/Winter)",Totally bummed and mad,35.34710693,-120.4552994,10,San Luis Opisbo,Los Osos,San Luis Obisbo County,29,35.290467,,Hazard Canyon,,,1,,
R_1BxnduDxBARRlgp,0,4/1/14 20:34,4/1/14 20:51,1,,1,United States,92037,1968,30,fast beach break,,"hybrid, funboard, or egg",,4,Blacks,La Jolla,San Diego,CA,USA,27,9,Daily,Sand,,,,,riprap,,,,1,0,fast beach break,,4,4,5,3,2,No,No,Yes,No,Yes,No,No,No,No,No,No,5,5,5,4,5,5,5,5,4,5,5,2,12,The environment and the quality of the wave,No,,Yes.there are few spots in the region that are consistently as good in a wide variety of conditions. Surfing is one of the most important things in my life and I would enjoy it less if I couldn't surf Blacks ,"Empty, incomplete, sad, angry, depressed, deprived",32.71530151,-117.1573029,15,San Diego,La Jolla,San Diego (City of),72,32.8774,-117.25246,Blacks,Blacks,180,,,
R_1Cc4K6xEI5WQA9n,0,4/10/14 14:30,4/10/14 14:46,1,,1,United States,92107,1954,48,fast reef break,,"hybrid, funboard, or egg",,4,Abalones,Point Loma,San Diego,CA,USA,35,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,,4,4,5,1,1,No,Yes,No,No,No,Yes,No,Yes,No,No,No,5,5,5,1,5,2,5,2,4,3,5,4,12,It's a good fun left in a beautiful spot. I enjoy the walk down the cliffs and the wave is a good performance wave. ,Yes,"years ago there was a sewage spill from the treatment plant at the end of the point. It closed the Cliffs and Ab for months. I did continue to surf there when the waves were really good, but did not sure it on the more marginal days. / ","Only AB, no. I'd miss it, but there are other waves. My life would be impacted severely if I could not surf. SD has a number of good waves. ","Like losing a hot girlfriend. I'd remember the great times we had and sometimes pine for more of the old experiences. / I've been lucky and have surfed and continue to surf all over the world, so I'd move on. I would also feel sad about the loss of my close go to spot",32.71910095,-117.1607056,15,San Diego,Point Loma,San Diego (City of),72,,,Abalones,,,1,,
R_1CdP4jNC49dLB1H,0,4/8/14 13:10,4/8/14 13:34,1,,1,United States,92706,1983,21,slow point break,,shortboard,,4,Churches,San Onofre,San Diego,CA,USA,14,9,Weekly,"cobbles, boulders, or loose rocks",,-9999,-9999,-9999,-9999,-9999,-9999,,6,-9999,slow point break,,4,3,5,3,3,No,Yes,Yes,Yes,No,-9999,No,No,-9999,No,No,5,5,5,5,5,5,5,4,3,3,5,3,12,"It's a great wave with a mel2 crowd... I can just cruise without stressing about anything. Even though you are right near the 5 freeway, you feel like you are ""away"" from the craziness of life. Maybe it's the hike down or something. Memories are huge too. Been surfing there for so long now, it just brings back great memories from the past. ",Yes,"To surf church, you either park at San Onofre and hike down to church, or know someone in the military who can get you on base right at Church. San O is where everyone parks, there have been times that rain storms have shut down the parking lot at San O ... it's a state park. ","Absolutely. Church is my happy place. It's where I go when life is out of whack. Surfing helps me in general, but church just does it for me. Can't really put it into words. The anticipation/excitement while hiking down, the beautiful water, and the post surf stoke hike back. There are sights & smells that only churches has. Can't imagine I never surfed there again. ","Sad. beyond sad actually. Not much of a crier, but I would most likely cry. Then try to get over it, and find a new spot as fast as I could. I would still be able to be stoked on the memories that Church gave me... but I would be sad. I want my future kids to have the same memories and stoke that church has given me over the years. ",33.64030457,-117.7694016,15,San Diego,San Onofre,San Diego County,66,33.37998,-117.57873,Churches,Church,159,,,
R_1CfDYoglpFGsR01,0,4/9/14 11:32,4/9/14 11:38,0,,1,United States,95065,1985,8,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,4,9,Weekly,Sand,,,,seawall,,beach nourishment,,,2,0,fast beach break,,2,4,5,2,2,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,0,,,,,,,,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_1EWk0Fw9d6c0vZP,0,4/26/14 19:10,4/26/14 19:15,1,,1,United States,92626,1991,16,fast beach break,,no board (bodysurf),,4,54th Street,Newport Beach,Orange,CA,USA,2,8,Daily,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,4,5,3,2,No,No,Yes,No,No,No,Yes,No,No,No,No,4,3,3,5,4,3,3,2,2,2,3,3,12,"Consistent and always different, and steep, usually can find a barrel ",No,,,,33.67930603,-117.9055023,14,Orange,Newport Beach,Newport Beach (City of),59,33.62304,-117.94742,54th Street,54th/56th St Newport,136,,,
R_1G1xj9DiVbrp2CN,0,4/10/14 13:18,4/10/14 14:00,1,,1,United States,90265,1990,10,fast beach break,,shortboard,,3,Secos,Malibu,Los Angeles,CA,USA,6,10,Daily,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,fast reef break,,7,2,3,4,5,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,5,3,5,5,5,5,5,2,2,2,5,2,12,"the natural environment is beautiful, there's usually some of my friends out, there's always a good wave, it's ten minutes from my house, i know it so well",No,,"yes, it's within a CA state park so i think that the local surfing and beachgoing community would be negatively impacted from the loss of such a beautiful and unique place","very sad, it's almost more of a meditative thing for me to go surf there, sometimes i paddle out when it's not even very good jus to be out there so i would definitely feel like i lost something",32.81559753,34.98919678,13,Los Angeles,Malibu,Los Angeles County,43,34.0441,,Secos,,,1,,
R_1GkLzdt338foka9,0,4/10/14 14:26,4/10/14 14:30,1,,1,United States,92037,1984,15,fast point break,,shortboard,,3,Blacks,La Jolla,San Diego,CA,USA,15,10,Monthly,Sand,,,,,,,,,0,I'm not sure,fast beach break,,2,5,4,3,2,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,4,3,3,3,4,3,2,2,2,2,5,4,12,It's fun,No,,Boredom,"Pissed,",32.96279907,-117.0359039,15,San Diego,La Jolla,San Diego (City of),72,32.8774,-117.25246,Blacks,Blacks,180,,,
R_1GL8Y0NEFV8mrsh,0,3/17/14 6:32,3/17/14 6:49,1,,1,United States,1031,1970,20,fast beach break,,"hybrid, funboard, or egg",,3,Huntington Beach - Sunset Beach,Huntington Beach,Orange,CA,USA,3,7,Monthly,Sand,,jetty or groin,,,,beach nourishment,,,2,0,fast beach break,,4,2,4,2,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,4,4,4,3,4,3,4,3,3,3,4,4,12,"Its less crowded, parking is free, its more relaxed atmosphere, more room to spread out. If the swell is big in huntington beach its usually a foot or two smaller at sunset",No,,"Yes. It's one of my go to spots. Close for me easy to get there, mel2 vibe.","I would be very upset, angry, frustrated",34.15390015,-117.9918976,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Huntington Beach - Sunset Beach,,,1,,
R_1GM88VN05b4PFJz,0,4/24/14 17:17,4/24/14 17:33,1,,1,United States,92656,1993,10,fast beach break,,shortboard,,4,Strands,Dana Point,Orange,CA,USA,7,10,Daily,Sand and Reef,Sandy bottom that fades in and out of rocky reef as you move from south to north,,natural beaches or bluffs,,,,,,1,0,depends,Honestly it's all three depending on swell direction it will be a wedging point break  (south swell) or a sandy fast beach break/and reef break on west and nw swells ,4,2,5,4,4,-9999,I'm not sure,Yes,Yes,No,Yes,Yes,No,No,I'm not sure,No,3,5,5,2,5,5,5,-9999,-9999,-9999,-9999,1,8,It's just goodvibes out there,No,,"Yes. Overcrowding of other surf breaks, traveling farther and this more money spent, traffic increase to other surf able beaches. ",Bummed. ,34.05220032,-118.2436981,14,Orange,Dana Point,Dana Point (City of),64,33.46666,-117.71694,Strands,Strands,150,,,
R_1GPzR24Sz1au5bD,0,4/24/14 22:37,4/24/14 22:43,1,,1,United States,94117,1984,3,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,3,6,Weekly,Sand,,,,,,beach nourishment,,,1,0,fast beach break,,2,5,3,2,1,No,No,No,No,No,No,Yes,No,No,No,No,5,4,5,5,5,4,4,2,3,2,5,3,12,It's home. ,Yes,Pollution,Myers. I would move. ,Bitter. ,34.05220032,-118.2436981,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_1HcPomNwgSOob9X,0,4/10/14 15:23,4/10/14 16:21,1,,1,United States,92683,1956,42,fast beach break,,shortboard,,4,Maverick's,Half Moon Bay,San Mateo,CA,USA,12,6,Yearly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,,2,4,5,4,4,No,No,No,Yes,No,No,No,Yes,No,No,No,4,3,5,5,5,5,4,5,4,4,5,2,12,it's the most challenging and rewarding spot I've ever surfed. but it's too serious to be fun. no greater feeling than successfully surfing a wave there.,No,,I would miss less work. ,severe disappointment. ,33.72650146,-118.006897,7,San Mateo,Half Moon Bay,Half Moon Bay (City of),17,37.49071,,Maverick's,Mavericks,30,,,
R_1HxjRjB0G0rzojz,0,4/10/14 19:45,4/10/14 20:02,1,,1,United States,83814,1948,25,fast reef break,,other,,3,Zuma,Malibu,Los Angeles,CA,USA,20,10,Yearly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,3,5,2,2,No,No,Yes,No,No,Yes,No,No,No,No,No,5,4,5,3,5,4,5,4,3,3,4,4,12,"Started working at Zuma in 1967. from then on my spot to surf. Glassy mornings, never crowded. late black ball.",Yes,surf to big and crazey latteral current. beach closed.,A little spark would not shine anymore.,"I would feel old, feeble and disconnected.",47.59240723,-116.9118958,13,Los Angeles,Malibu,Malibu (City of),42,34.0154,-118.8228,Zuma,Zuma,103,,,
R_1IgDRKvJxNzPrY9,0,4/10/14 13:12,4/10/14 13:18,1,,1,United States,92127,1995,7,slow beach break,,longboard ,,3,Campgrounds,Solana Beach,San Diego,CA,USA,3,8,Weekly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,,4,2,4,3,1,No,Yes,No,Yes,No,Yes,No,No,No,No,No,3,4,2,3,4,4,3,3,4,3,4,2,12,"I'm a local, and I am recognized as such.",No,,No,"I would be bummed, but I would still surf other spots like Cardiff.",34.21330261,-118.8800049,15,San Diego,Solana Beach,Solana Beach,70,33.01958,-117.28539,Campgrounds,San Elijo,174,,,
R_1KUJwjz3AllZ0AR,0,4/26/14 22:38,4/26/14 22:49,1,,1,United States,91701,1961,35,slow point break,,longboard ,,3,San Onofre - Point,San Onofre,San Diego,CA,USA,17,7,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,,4,3,5,4,2,No,Yes,Yes,No,Yes,I'm not sure,No,Yes,Yes,Yes,No,4,3,4,3,3,2,4,3,2,2,5,4,12,"The number of choices in breaks, the natural beach and a surfer crowd on the beach. ",Yes,"Crowded, line formed to park. or no parking","yes, I would have to drive further, spots would be more crowded",pissed off.,34.09950256,-117.5807953,15,San Diego,San Onofre,San Diego County,66,,,San Onofre - Point,,,1,,
R_1LFhB8DSDWoPeiV,0,3/17/14 1:44,3/17/14 1:46,0,,1,United States,90272,1993,5,fast point break,,shortboard,,3,Topanga,Malibu,Los Angeles,CA,USA,2,7,Weekly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,Los Angeles,Malibu,Los Angeles County,43,34.03807,-118.58182,Topanga,Topanga,107,,,
R_1LVjcCKu4UVz1YN,0,5/8/14 8:13,5/8/14 8:29,1,,1,United States,92109,1995,5,fast beach break,mushy closedout beachy,shortboard,,3,Hanimonds,La Jolla,San Diego,CA,USA,4,7,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,fast reef break,,6,2,4,5,4,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,4,4,4,2,4,3,4,4,3,3,4,4,12,"Its less crowded than regular spots, and hold the larger swells. When its  big it doenst get too heavey and there are a few different peaks close by that offer different conditions. I am able to bike there because it is close by which is helpful too. The only problem is there are always more and more kooks each time im out there.",No,,no because im moving anyways and there are other spots out there.,i would feel sad because its a good spot but would adapt quickly and find somewhere else.,32.75549316,-117.0700989,15,San Diego,La Jolla,San Diego (City of),72,32.810048,-117.270319,Hanimonds,,,1,,
R_1MiD6VYd5HYFbpz,0,4/8/14 12:51,4/8/14 13:03,1,,1,United States,95570,1946,60,fast reef break,,bodyboard,,4,Patrick's Point,Trinidad,Humboldt,CA,USA,33,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow point break,,6,1,3,4,5,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4,2,5,2,4,4,5,3,4,4,5,3,12,"It's a very dramatic spot -- waves rise out of deep water to the west, breaking on a reef system only a few feet away from a rocky point.  They move from there into a broad bowl, the shoulder moving farther away from shore.  The shoreline is steep cliffs crowned by mature spruce trees.  The water is full of sea lions, seals, harbor porpoises, and the occasional river otter, with gray whales in the spring.  Just getting into the water requires a hike through the forest.  All in all, it's a magical spot -- and when it's at its best, with the south wind b2ing into the faces and rain slanting sideways, it's downright mystical. / ",No,,"I've got some back issues, and jumping into cold water (around 50F here in winter, which is the only time it breaks) gets a little harder every year.  That said, the times when it's bigger than I feel I can handle now, I deeply regret not getting into the water.  I would feel deprived if I could never go out there again.  The good news is that it's in a state park, so I can always go watch even if I can't surf.","Regretful, and a little sad.  I've been surfing there for well over 30 years (and surfing for about 60).",37.7973938,-121.2160034,2,Humboldt,Trinidad,Trinidad (City of),4,41.1311,-124.1648,Patrick's Point,Patricks Point,2,,,
R_1MMcjCoWqkYRxiZ,0,4/8/14 23:02,4/8/14 23:08,1,,1,United States,94010,1974,25,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,10,9,Weekly,Sand,,,natural beaches or bluffs,seawall,,,,,2,0,fast beach break,,2,5,4,2,2,No,No,No,No,No,Yes,Yes,No,No,No,No,4,3,4,3,4,4,4,3,3,3,4,3,12,Clears my head,Yes,City races,absolutely / i would have to surf other spots that arent as good,frustrated / lonely,37.5670929,-122.3710022,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_1MR2eUUDG92kXsx,0,3/18/14 10:13,3/18/14 10:18,1,,1,United States,92037,1977,22,fast point break,,shortboard,,2,Scripps,La Jolla,San Diego,CA,USA,6,9,Weekly,Sand,,,,,,,other,filtering system on the cliffs,1,0,fast beach break,,4,1,4,3,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,2,1,2,2,2,2,2,2,1,2,2,4,12,convenience,Yes,water pollution,yes.  i would have to drive to a surf spot,bummed,32.88070679,-117.2359009,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_1MvK1SYUv1y4TrL,0,3/18/14 9:30,3/18/14 10:22,1,,1,United States,92103,1981,23,fast reef break,,shortboard,,5,Seaside,Solana Beach,San Diego,CA,USA,21,10,Weekly,Sand and Reef,sand and reef,,,,riprap,beach nourishment,,,2,0,slow reef break,,4,3,5,3,1,No,Yes,No,No,No,Yes,No,Yes,No,No,No,5,5,5,4,5,4,5,5,5,2,5,5,12,"Wave quality, community, access",Yes,"Surf contest, water quality ","Yes - lost community, reduced regional wave quality","sad, frustrated",32.63609314,-117.0531998,15,San Diego,Solana Beach,Solana Beach,70,,,Seaside,,,1,,
R_1NcmsYNhyzFhY2x,0,4/1/14 11:10,4/1/14 11:23,1,,1,United States,93433,1972,20,slow point break,,"hybrid, funboard, or egg",,3,Morro Bay - The Rock,Morro Bay,San Luis Opisbo,CA,USA,7,6,Monthly,Sand,,,,seawall,,,,,1,0,slow beach break,,5,2,4,4,2,No,Yes,No,No,No,Yes,Yes,No,No,No,No,3,4,3,2,3,2,2,2,2,1,3,3,12,It is easily accessible and has the most consistent rideable waves on most swells.,No,,It would be really disappointing if I could never surf there again but it would  not change my life significantly.,I would be incredibly sad and angry if I could n3ver surf that spot again.,35.34710693,-120.4552994,10,San Luis Opisbo,Morro Bay,Morro Bay (City of),30,35.371823,,Morro Bay - The Rock,,68,1,,
R_1NsYAi6uwANA0Ad,0,4/26/14 18:32,4/26/14 18:49,1,,1,United States,92101,1990,7,slow beach break,,"hybrid, funboard, or egg",,3,Scripps,La Jolla,San Diego,CA,USA,7,10,Weekly,Sand,,,,,,,other,pier,1,0,fast beach break,,5,3,5,4,3,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,5,5,5,3,4,3,4,3,3,1,4,4,12,"Type of wave, not too fast and not too slow, does well with winds. ",No,,"yes, it is one of my favorite spots. I really like the wave and the beach. crowds arent too bad.",probably pretty pissed but wouldnt be the end of the world. ,32.71699524,-116.9949951,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
